customer_id,signup_date,acquisition_channel,country,device_type,customer_segment,base_aov,repeat_score,discount_probability,refund_probability,total_orders,total_revenue,total_profit,avg_order_value,total_refunds,discount_order_rate,first_order_date,last_order_date,customer_lifetime_days,repeat_customer
C00787,2024-09-21,Facebook,UK,Desktop,Seasonal Gifters,89.12,1.26,0.41,0.04,3,268.05,33.540000000000006,89.35000000000001,76.83,0.3333333333333333,2024-09-21,2025-04-26,217,True
C00788,2024-06-02,Referral,UK,Mobile,Steady Repeaters,68.42,4.0,0.23,0.05,6,363.91,162.39,60.65166666666667,0.0,0.3333333333333333,2024-06-02,2025-01-03,215,True
C00789,2025-03-25,Referral,UK,Mobile,Steady Repeaters,101.42,4.0,0.23,0.05,2,150.63,59.29,75.315,0.0,0.5,2025-03-25,2025-05-04,40,True
C00790,2024-02-18,Organic,UK,Desktop,Steady Repeaters,107.37,3.52,0.24,0.05,6,709.75,382.94,118.29166666666667,0.0,0.16666666666666666,2024-02-18,2024-10-28,253,True
C00791,2024-02-15,Organic,US,Tablet,One-Time Buyers,74.42,1.21,0.43,0.07,1,61.11,31.08,61.11,0.0,1.0,2024-02-15,2024-02-15,0,False
C00792,2025-04-08,Organic,UK,Mobile,One-Time Buyers,72.46,1.21,0.43,0.07,1,53.65,32.08,53.65,0.0,0.0,2025-04-08,2025-04-08,0,False
C00793,2024-05-27,Google,UK,Mobile,Steady Repeaters,108.98,3.2,0.25,0.05,3,319.91999999999996,173.37,106.63999999999999,0.0,0.6666666666666666,2024-05-27,2024-08-26,91,True
C00794,2024-10-27,Organic,UK,Desktop,Promo Shoppers,63.95,2.64,0.66,0.08,4,193.46,54.56,48.365,0.0,0.75,2024-10-27,2025-04-24,179,True
C00795,2025-05-28,Email,UK,Mobile,Steady Repeaters,94.0,4.64,0.21,0.05,1,78.12,40.0,78.12,0.0,1.0,2025-05-28,2025-05-28,0,False
C00796,2024-10-08,Google,US,Mobile,Seasonal Gifters,61.33,1.8,0.3,0.04,2,149.26,67.86,74.63,0.0,0.5,2024-10-08,2024-12-11,64,True
C00797,2024-03-27,Organic,UK,Mobile,Promo Shoppers,86.29,2.64,0.66,0.08,4,296.52,86.13,74.13,0.0,0.75,2024-03-27,2024-10-03,190,True
C00798,2024-07-01,Google,UK,Desktop,One-Time Buyers,53.29,1.1,0.45,0.07,1,48.82,23.83,48.82,0.0,0.0,2024-07-01,2024-07-01,0,False
C00799,2025-05-23,Facebook,France,Mobile,One-Time Buyers,48.71,0.77,0.61,0.07,1,47.79,19.19,47.79,0.0,0.0,2025-05-23,2025-05-23,0,False
C00800,2025-01-07,Email,Germany,Mobile,Steady Repeaters,172.35,4.64,0.21,0.05,4,648.83,339.74,162.2075,0.0,0.25,2025-01-07,2025-05-18,131,True
C00801,2024-06-03,Google,Germany,Mobile,Steady Repeaters,121.4,3.2,0.25,0.05,3,332.95,144.68,110.98333333333333,0.0,0.3333333333333333,2024-06-03,2024-09-20,109,True
C00802,2024-01-09,Facebook,US,Desktop,Steady Repeaters,66.77,2.24,0.34,0.05,1,57.74,25.93,57.74,0.0,0.0,2024-01-09,2024-01-09,0,False
C00803,2024-05-28,Organic,UK,Mobile,One-Time Buyers,71.09,1.21,0.43,0.07,1,52.61,20.81,52.61,0.0,1.0,2024-05-28,2024-05-28,0,False
C00804,2024-12-29,Facebook,UK,Mobile,Seasonal Gifters,102.04,1.26,0.41,0.04,1,137.04,71.45,137.04,0.0,0.0,2024-12-29,2024-12-29,0,False
C00805,2025-05-30,Google,Germany,Mobile,VIP Loyalists,158.49,5.5,0.15,0.03,2,388.98,230.81,194.49,0.0,0.0,2025-05-30,2025-06-18,19,True
C00806,2024-01-12,Referral,UK,Mobile,One-Time Buyers,57.43,1.38,0.41,0.07,1,57.48,25.36,57.48,0.0,0.0,2024-01-12,2024-01-12,0,False
C00807,2025-03-22,Google,UK,Desktop,One-Time Buyers,48.27,1.1,0.45,0.07,1,38.27,13.06,38.27,0.0,0.0,2025-03-22,2025-03-22,0,False
C00808,2025-04-21,Facebook,Germany,Mobile,Steady Repeaters,72.3,2.24,0.34,0.05,2,137.45,64.14,68.725,0.0,1.0,2025-04-21,2025-06-13,53,True
C00809,2024-08-23,Google,Germany,Desktop,Steady Repeaters,108.42,3.2,0.25,0.05,3,362.95,182.8,120.98333333333333,0.0,0.3333333333333333,2024-08-23,2024-10-31,69,True
C00810,2024-09-02,Google,UK,Desktop,Seasonal Gifters,106.57,1.8,0.3,0.04,2,207.33999999999997,85.16,103.66999999999999,0.0,0.5,2024-09-02,2025-02-18,169,True
C00811,2025-01-24,Organic,Germany,Mobile,One-Time Buyers,84.72,1.21,0.43,0.07,1,69.03,24.66,69.03,0.0,0.0,2025-01-24,2025-01-24,0,False
C00812,2024-02-26,Email,France,Mobile,Promo Shoppers,92.47,3.48,0.59,0.08,2,173.96,94.11,86.98,0.0,0.0,2024-02-26,2024-04-16,50,True
C00813,2024-12-17,Google,UK,Mobile,Steady Repeaters,111.06,3.2,0.25,0.05,3,363.65999999999997,163.07,121.21999999999998,0.0,0.0,2024-12-17,2025-02-26,71,True
C00814,2024-02-26,Referral,UK,Desktop,Steady Repeaters,91.32,4.0,0.23,0.05,1,80.11,28.17,80.11,0.0,1.0,2024-02-26,2024-02-26,0,False
C00815,2024-08-19,Facebook,UK,Mobile,VIP Loyalists,115.17,3.85,0.2,0.03,4,474.41999999999996,229.22,118.60499999999999,0.0,0.0,2024-08-19,2025-01-06,140,True
C00816,2024-03-28,Referral,UK,Desktop,Promo Shoppers,65.48,3.0,0.63,0.08,3,140.13,19.619999999999997,46.71,30.34,1.0,2024-03-28,2024-07-09,103,True
C00817,2024-06-25,Referral,UK,Mobile,Promo Shoppers,83.17,3.0,0.63,0.08,7,574.12,233.05,82.01714285714286,0.0,0.42857142857142855,2024-06-25,2025-06-01,341,True
C00818,2024-10-01,Organic,US,Mobile,One-Time Buyers,77.19,1.21,0.43,0.07,1,63.47,30.92,63.47,0.0,0.0,2024-10-01,2024-10-01,0,False
C00819,2025-06-29,Organic,UK,Mobile,Steady Repeaters,94.67,3.52,0.24,0.05,1,75.43,36.52,75.43,0.0,1.0,2025-06-29,2025-06-29,0,False
C00820,2024-09-15,Google,UK,Mobile,Seasonal Gifters,97.23,1.8,0.3,0.04,3,327.41999999999996,153.32999999999998,109.13999999999999,0.0,0.3333333333333333,2024-09-15,2025-06-29,287,True
C00821,2024-04-17,Google,UK,Mobile,One-Time Buyers,66.94,1.1,0.45,0.07,1,38.04,12.42,38.04,0.0,1.0,2024-04-17,2024-04-17,0,False
C00822,2024-03-28,Email,US,Tablet,Promo Shoppers,93.03,3.48,0.59,0.08,8,589.99,208.88000000000002,73.74875,0.0,0.75,2024-03-28,2025-04-24,392,True
C00823,2025-01-31,Email,US,Desktop,Steady Repeaters,122.19,4.64,0.21,0.05,3,358.65,164.86,119.55,0.0,0.0,2025-01-31,2025-05-14,103,True
C00824,2024-02-09,Email,UK,Mobile,One-Time Buyers,78.6,1.59,0.38,0.07,1,76.63,36.54,76.63,0.0,1.0,2024-02-09,2024-02-09,0,False
C00825,2024-01-11,Organic,US,Mobile,Promo Shoppers,79.72,2.64,0.66,0.08,3,221.58999999999997,102.45,73.86333333333333,0.0,0.3333333333333333,2024-01-11,2024-04-04,84,True
C00826,2025-05-01,Google,UK,Mobile,Seasonal Gifters,112.87,1.8,0.3,0.04,1,87.11,37.88,87.11,0.0,0.0,2025-05-01,2025-05-01,0,False
C00827,2024-03-08,Email,UK,Desktop,Steady Repeaters,116.12,4.64,0.21,0.05,3,312.19,169.99,104.06333333333333,0.0,0.6666666666666666,2024-03-08,2024-06-06,90,True
C00828,2024-12-18,Email,UK,Mobile,Steady Repeaters,116.79,4.64,0.21,0.05,3,382.03000000000003,182.91,127.34333333333335,0.0,1.0,2024-12-18,2025-03-19,91,True
C00829,2024-11-07,Google,Germany,Mobile,VIP Loyalists,142.13,5.5,0.15,0.03,10,1671.93,868.84,167.193,0.0,0.1,2024-11-07,2025-06-28,233,True
C00830,2024-06-29,Facebook,UK,Mobile,Promo Shoppers,46.84,1.68,0.9,0.08,2,77.28,14.68,38.64,0.0,1.0,2024-06-29,2024-08-26,58,True
C00831,2025-01-11,Facebook,US,Tablet,Steady Repeaters,71.01,2.24,0.34,0.05,1,56.22,27.32,56.22,0.0,0.0,2025-01-11,2025-01-11,0,False
C00832,2024-10-07,Organic,UK,Tablet,Steady Repeaters,79.03,3.52,0.24,0.05,3,181.07,88.96,60.35666666666666,0.0,0.0,2024-10-07,2025-01-16,101,True
C00833,2024-11-04,Organic,US,Desktop,Promo Shoppers,64.86,2.64,0.66,0.08,3,215.69,36.83,71.89666666666666,52.07,0.6666666666666666,2024-11-04,2025-01-18,75,True
C00834,2024-07-25,Organic,US,Mobile,One-Time Buyers,51.87,1.21,0.43,0.07,1,44.5,23.84,44.5,0.0,1.0,2024-07-25,2024-07-25,0,False
C00835,2025-05-27,Referral,UK,Mobile,Steady Repeaters,92.59,4.0,0.23,0.05,1,72.72,37.28,72.72,0.0,0.0,2025-05-27,2025-05-27,0,False
C00836,2024-03-30,Email,UK,Desktop,Steady Repeaters,91.31,4.64,0.21,0.05,4,351.15999999999997,170.62,87.78999999999999,0.0,0.0,2024-03-30,2024-07-30,122,True
C00837,2024-07-17,Facebook,UK,Desktop,Promo Shoppers,65.27,1.68,0.9,0.08,2,79.22,16.4,39.61,0.0,1.0,2024-07-17,2024-08-09,23,True
C00838,2024-02-20,Facebook,UK,Desktop,Steady Repeaters,79.9,2.24,0.34,0.05,2,174.62,79.64,87.31,0.0,0.0,2024-02-20,2024-03-15,24,True
C00839,2025-01-01,Facebook,UK,Mobile,Promo Shoppers,58.02,1.68,0.9,0.08,3,132.0,32.43,44.0,0.0,1.0,2025-01-01,2025-06-12,162,True
C00840,2025-01-03,Organic,UK,Desktop,Seasonal Gifters,136.17,1.98,0.28,0.04,2,287.46000000000004,138.68,143.73000000000002,0.0,0.5,2025-01-03,2025-05-29,146,True
C00841,2024-11-06,Referral,UK,Mobile,VIP Loyalists,140.41,6.88,0.14,0.03,6,969.24,358.59000000000003,161.54,132.11,0.0,2024-11-06,2025-02-22,108,True
C00842,2024-05-24,Email,Germany,Mobile,Steady Repeaters,116.5,4.64,0.21,0.05,9,962.1899999999999,488.59000000000003,106.91,0.0,0.3333333333333333,2024-05-24,2025-06-11,383,True
C00843,2024-03-02,Facebook,UK,Mobile,Promo Shoppers,87.08,1.68,0.9,0.08,2,145.11,55.62,72.555,0.0,0.5,2024-03-02,2024-05-17,76,True
C00844,2025-05-21,Organic,UK,Mobile,Seasonal Gifters,107.02,1.98,0.28,0.04,2,192.95,92.95,96.475,0.0,0.0,2025-05-21,2025-06-29,39,True
C00845,2024-08-18,Organic,France,Mobile,Seasonal Gifters,103.22,1.98,0.28,0.04,3,274.73,100.82000000000001,91.57666666666667,0.0,0.6666666666666666,2024-08-18,2025-06-15,301,True
C00846,2024-03-18,Referral,UK,Mobile,One-Time Buyers,80.54,1.38,0.41,0.07,1,67.74,34.42,67.74,0.0,0.0,2024-03-18,2024-03-18,0,False
C00847,2025-04-23,Email,UK,Desktop,Steady Repeaters,120.9,4.64,0.21,0.05,3,457.09000000000003,229.13,152.36333333333334,0.0,0.0,2025-04-23,2025-06-13,51,True
C00848,2025-03-21,Organic,UK,Mobile,Promo Shoppers,73.01,2.64,0.66,0.08,2,111.58000000000001,42.65,55.790000000000006,0.0,1.0,2025-03-21,2025-05-22,62,True
C00849,2024-09-18,Google,UK,Mobile,Promo Shoppers,79.74,2.4,0.7,0.08,2,181.65,-4.640000000000001,90.825,85.71,0.5,2024-09-18,2024-12-04,77,True
C00850,2025-01-06,Referral,UK,Tablet,Promo Shoppers,80.17,3.0,0.63,0.08,3,256.32,127.59,85.44,0.0,0.3333333333333333,2025-01-06,2025-03-19,72,True
C00851,2025-06-13,Organic,France,Mobile,Promo Shoppers,79.87,2.64,0.66,0.08,1,59.43,23.82,59.43,0.0,1.0,2025-06-13,2025-06-13,0,False
C00852,2024-08-14,Facebook,UK,Desktop,One-Time Buyers,53.96,0.77,0.61,0.07,1,31.18,8.32,31.18,0.0,1.0,2024-08-14,2024-08-14,0,False
C00853,2024-02-24,Email,UK,Mobile,VIP Loyalists,159.12,7.97,0.13,0.03,11,1708.64,858.92,155.3309090909091,0.0,0.09090909090909091,2024-02-24,2024-12-27,307,True
C00854,2024-07-19,Organic,UK,Mobile,One-Time Buyers,78.09,1.21,0.43,0.07,1,65.91,27.12,65.91,0.0,0.0,2024-07-19,2024-07-19,0,False
C00855,2024-02-11,Facebook,France,Mobile,VIP Loyalists,119.53,3.85,0.2,0.03,8,1036.83,458.94,129.60375,55.78,0.25,2024-02-11,2024-11-04,267,True
C00856,2024-03-21,Facebook,UK,Desktop,One-Time Buyers,50.85,0.77,0.61,0.07,1,36.38,5.89,36.38,11.28,1.0,2024-03-21,2024-03-21,0,False
C00857,2024-07-22,Email,UK,Mobile,Seasonal Gifters,110.04,2.61,0.26,0.04,2,212.42000000000002,92.34,106.21000000000001,0.0,0.0,2024-07-22,2024-10-20,90,True
C00858,2024-12-09,Email,US,Mobile,Steady Repeaters,104.11,4.64,0.21,0.05,1,161.75,59.77,161.75,0.0,0.0,2024-12-09,2024-12-09,0,False
C00859,2024-09-21,Email,Germany,Mobile,One-Time Buyers,73.58,1.59,0.38,0.07,1,58.14,23.64,58.14,0.0,0.0,2024-09-21,2024-09-21,0,False
C00860,2024-11-16,Google,UK,Desktop,One-Time Buyers,87.28,1.1,0.45,0.07,1,87.67,45.48,87.67,0.0,1.0,2024-11-16,2024-11-16,0,False
C00861,2024-04-05,Facebook,UK,Mobile,Steady Repeaters,82.84,2.24,0.34,0.05,1,72.61,28.44,72.61,0.0,1.0,2024-04-05,2024-04-05,0,False
C00862,2024-03-22,Referral,UK,Desktop,Promo Shoppers,113.34,3.0,0.63,0.08,4,398.40999999999997,71.28,99.60249999999999,101.5,0.75,2024-03-22,2024-09-21,183,True
C00863,2025-02-05,Google,US,Mobile,One-Time Buyers,63.3,1.1,0.45,0.07,1,41.93,14.55,41.93,0.0,0.0,2025-02-05,2025-02-05,0,False
C00864,2025-01-23,Facebook,UK,Mobile,Promo Shoppers,55.98,1.68,0.9,0.08,1,40.71,1.79,40.71,14.43,1.0,2025-01-23,2025-01-23,0,False
C00865,2025-02-15,Facebook,Germany,Mobile,Promo Shoppers,67.46,1.68,0.9,0.08,1,48.09,17.57,48.09,0.0,1.0,2025-02-15,2025-02-15,0,False
C00866,2024-03-08,Organic,US,Mobile,One-Time Buyers,41.05,1.21,0.43,0.07,1,20.29,11.32,20.29,0.0,0.0,2024-03-08,2024-03-08,0,False
C00867,2024-05-12,Email,US,Mobile,One-Time Buyers,75.92,1.59,0.38,0.07,1,54.09,25.77,54.09,0.0,1.0,2024-05-12,2024-05-12,0,False
C00868,2024-11-22,Google,US,Desktop,One-Time Buyers,88.35,1.1,0.45,0.07,1,107.09,43.32,107.09,0.0,0.0,2024-11-22,2024-11-22,0,False
C00869,2024-04-28,Facebook,US,Mobile,One-Time Buyers,55.21,0.77,0.61,0.07,1,41.58,16.96,41.58,0.0,1.0,2024-04-28,2024-04-28,0,False
C00870,2024-11-21,Organic,UK,Desktop,Seasonal Gifters,100.51,1.98,0.28,0.04,3,333.71000000000004,194.22,111.23666666666668,0.0,0.3333333333333333,2024-11-21,2025-05-20,180,True
C00871,2024-03-14,Google,UK,Mobile,One-Time Buyers,49.12,1.1,0.45,0.07,1,37.67,17.81,37.67,0.0,1.0,2024-03-14,2024-03-14,0,False
C00872,2024-02-21,Referral,UK,Desktop,Steady Repeaters,98.34,4.0,0.23,0.05,3,269.43,136.59,89.81,0.0,0.3333333333333333,2024-02-21,2024-06-02,102,True
C00873,2024-10-03,Organic,US,Mobile,Steady Repeaters,99.4,3.52,0.24,0.05,4,465.90000000000003,211.89,116.47500000000001,0.0,0.0,2024-10-03,2025-03-08,156,True
C00874,2024-11-05,Facebook,UK,Mobile,Seasonal Gifters,88.22,1.26,0.41,0.04,2,176.38,90.21000000000001,88.19,0.0,0.5,2024-11-05,2025-04-14,160,True
C00875,2024-05-20,Organic,UK,Mobile,Steady Repeaters,115.92,3.52,0.24,0.05,3,362.37,177.07999999999998,120.79,0.0,0.0,2024-05-20,2024-08-13,85,True
C00876,2024-06-28,Email,US,Mobile,Steady Repeaters,91.22,4.64,0.21,0.05,5,527.06,261.83,105.41199999999999,0.0,0.4,2024-06-28,2024-11-26,151,True
C00877,2024-04-16,Email,Germany,Mobile,Steady Repeaters,98.98,4.64,0.21,0.05,5,576.91,321.82000000000005,115.38199999999999,0.0,0.2,2024-04-16,2024-11-05,203,True
C00878,2025-05-07,Facebook,US,Tablet,Promo Shoppers,75.23,1.68,0.9,0.08,1,64.57,22.53,64.57,0.0,1.0,2025-05-07,2025-05-07,0,False
C00879,2024-12-01,Referral,UK,Desktop,Promo Shoppers,80.81,3.0,0.63,0.08,1,134.12,80.45,134.12,0.0,0.0,2024-12-01,2024-12-01,0,False
C00880,2025-06-26,Email,UK,Desktop,One-Time Buyers,51.17,1.59,0.38,0.07,1,36.2,10.37,36.2,0.0,0.0,2025-06-26,2025-06-26,0,False
C00881,2025-02-19,Google,UK,Mobile,Steady Repeaters,92.67,3.2,0.25,0.05,3,227.0,110.37,75.66666666666667,0.0,0.3333333333333333,2025-02-19,2025-05-11,81,True
C00882,2024-11-21,Google,UK,Mobile,Promo Shoppers,81.16,2.4,0.7,0.08,1,102.0,53.61,102.0,0.0,0.0,2024-11-21,2024-11-21,0,False
C00883,2024-08-01,Email,US,Desktop,One-Time Buyers,61.41,1.59,0.38,0.07,1,52.58,20.83,52.58,0.0,1.0,2024-08-01,2024-08-01,0,False
C00884,2024-08-26,Google,US,Mobile,VIP Loyalists,189.48,5.5,0.15,0.03,5,1108.43,498.33000000000004,221.686,0.0,0.0,2024-08-26,2025-01-07,134,True
C00885,2025-04-23,Facebook,UK,Desktop,Steady Repeaters,67.46,2.24,0.34,0.05,2,103.94999999999999,53.459999999999994,51.974999999999994,0.0,0.0,2025-04-23,2025-06-17,55,True
C00886,2024-12-23,Referral,UK,Mobile,Promo Shoppers,64.53,3.0,0.63,0.08,3,180.97,53.21,60.32333333333333,0.0,0.6666666666666666,2024-12-23,2025-05-12,140,True
C00887,2025-01-09,Referral,UK,Mobile,Steady Repeaters,83.22,4.0,0.23,0.05,4,337.34000000000003,166.28,84.33500000000001,0.0,0.0,2025-01-09,2025-06-08,150,True
C00888,2024-05-07,Google,UK,Desktop,One-Time Buyers,65.96,1.1,0.45,0.07,1,47.29,20.91,47.29,0.0,0.0,2024-05-07,2024-05-07,0,False
C00889,2024-08-11,Referral,UK,Mobile,Promo Shoppers,68.93,3.0,0.63,0.08,1,56.55,24.6,56.55,0.0,1.0,2024-08-11,2024-08-11,0,False
C00890,2024-01-03,Organic,US,Mobile,One-Time Buyers,69.06,1.21,0.43,0.07,1,58.53,21.51,58.53,0.0,0.0,2024-01-03,2024-01-03,0,False
C00891,2024-07-21,Google,US,Tablet,One-Time Buyers,77.87,1.1,0.45,0.07,1,73.25,38.24,73.25,0.0,0.0,2024-07-21,2024-07-21,0,False
C00892,2024-12-03,Referral,UK,Desktop,Seasonal Gifters,119.91,2.25,0.27,0.04,3,408.55,212.22,136.18333333333334,0.0,0.3333333333333333,2024-12-03,2025-06-03,182,True
C00893,2024-10-07,Google,UK,Mobile,Seasonal Gifters,120.17,1.8,0.3,0.04,2,216.12,101.57,108.06,0.0,0.5,2024-10-07,2025-02-16,132,True
C00894,2024-09-14,Email,UK,Mobile,Steady Repeaters,135.05,4.64,0.21,0.05,2,366.14,87.57000000000002,183.07,119.72,0.5,2024-09-14,2024-12-01,78,True
C00895,2025-05-16,Facebook,France,Mobile,Promo Shoppers,61.19,1.68,0.9,0.08,1,44.23,15.31,44.23,0.0,1.0,2025-05-16,2025-05-16,0,False
C00896,2024-12-11,Referral,US,Desktop,Seasonal Gifters,120.36,2.25,0.27,0.04,1,192.98,96.38,192.98,0.0,0.0,2024-12-11,2024-12-11,0,False
C00897,2024-05-02,Organic,UK,Mobile,One-Time Buyers,70.15,1.21,0.43,0.07,1,56.43,-19.05,56.43,42.54,0.0,2024-05-02,2024-05-02,0,False
C00898,2024-06-03,Referral,UK,Desktop,Seasonal Gifters,96.7,2.25,0.27,0.04,1,119.91,76.26,119.91,0.0,0.0,2024-06-03,2024-06-03,0,False
C00899,2025-03-31,Organic,UK,Desktop,One-Time Buyers,68.73,1.21,0.43,0.07,1,51.77,29.42,51.77,0.0,0.0,2025-03-31,2025-03-31,0,False
C00900,2025-03-23,Email,Germany,Desktop,Steady Repeaters,82.02,4.64,0.21,0.05,3,277.11,136.54,92.37,0.0,0.0,2025-03-23,2025-06-18,87,True
C00901,2024-09-27,Google,US,Desktop,One-Time Buyers,82.22,1.1,0.45,0.07,1,56.48,22.87,56.48,0.0,1.0,2024-09-27,2024-09-27,0,False
C00902,2025-02-10,Referral,UK,Mobile,One-Time Buyers,78.39,1.38,0.41,0.07,1,43.2,15.65,43.2,0.0,1.0,2025-02-10,2025-02-10,0,False
C00903,2024-06-07,Email,UK,Mobile,Steady Repeaters,99.96,4.64,0.21,0.05,1,79.18,-42.62,79.18,78.19,0.0,2024-06-07,2024-06-07,0,False
C00904,2024-08-07,Google,UK,Mobile,Steady Repeaters,115.39,3.2,0.25,0.05,5,582.3,321.42,116.46,0.0,0.0,2024-08-07,2025-01-16,162,True
C00905,2024-10-09,Facebook,Germany,Desktop,One-Time Buyers,44.07,0.77,0.61,0.07,1,45.83,16.32,45.83,0.0,0.0,2024-10-09,2024-10-09,0,False
C00906,2024-05-04,Google,UK,Mobile,One-Time Buyers,82.04,1.1,0.45,0.07,1,65.07,27.44,65.07,0.0,1.0,2024-05-04,2024-05-04,0,False
C00907,2025-05-20,Google,US,Desktop,One-Time Buyers,81.7,1.1,0.45,0.07,1,61.1,22.07,61.1,0.0,0.0,2025-05-20,2025-05-20,0,False
C00908,2024-07-27,Google,France,Mobile,One-Time Buyers,75.23,1.1,0.45,0.07,1,72.36,-1.01,72.36,46.39,0.0,2024-07-27,2024-07-27,0,False
C00909,2024-02-15,Email,France,Mobile,Promo Shoppers,74.17,3.48,0.59,0.08,5,289.14,49.059999999999995,57.827999999999996,49.18,0.8,2024-02-15,2024-10-04,232,True
C00910,2025-04-02,Email,UK,Mobile,One-Time Buyers,84.15,1.59,0.38,0.07,1,76.6,39.08,76.6,0.0,0.0,2025-04-02,2025-04-02,0,False
C00911,2024-08-30,Google,Germany,Mobile,One-Time Buyers,60.82,1.1,0.45,0.07,1,51.01,20.41,51.01,0.0,0.0,2024-08-30,2024-08-30,0,False
C00912,2024-10-25,Google,US,Mobile,One-Time Buyers,62.47,1.1,0.45,0.07,1,62.64,32.23,62.64,0.0,0.0,2024-10-25,2024-10-25,0,False
C00913,2024-10-23,Email,UK,Tablet,Seasonal Gifters,138.73,2.61,0.26,0.04,2,231.60000000000002,95.93,115.80000000000001,0.0,0.5,2024-10-23,2025-04-12,171,True
C00914,2024-06-24,Referral,UK,Desktop,Steady Repeaters,68.95,4.0,0.23,0.05,4,291.25,159.34,72.8125,0.0,0.0,2024-06-24,2024-11-15,144,True
C00915,2025-05-12,Referral,UK,Tablet,One-Time Buyers,55.85,1.38,0.41,0.07,1,51.07,24.18,51.07,0.0,0.0,2025-05-12,2025-05-12,0,False
C00916,2024-02-05,Google,UK,Desktop,Promo Shoppers,87.96,2.4,0.7,0.08,2,155.21,14.41,77.605,58.4,0.5,2024-02-05,2024-03-22,46,True
C00917,2024-11-02,Email,UK,Desktop,Steady Repeaters,115.26,4.64,0.21,0.05,5,626.5500000000001,339.90000000000003,125.31000000000002,0.0,0.0,2024-11-02,2025-05-25,204,True
C00918,2024-06-29,Email,UK,Tablet,Steady Repeaters,93.76,4.64,0.21,0.05,1,87.22,36.24,87.22,0.0,0.0,2024-06-29,2024-06-29,0,False
C00919,2025-01-18,Email,UK,Mobile,Steady Repeaters,116.54,4.64,0.21,0.05,3,324.59000000000003,158.27,108.19666666666667,0.0,0.6666666666666666,2025-01-18,2025-03-22,63,True
C00920,2024-06-24,Organic,UK,Mobile,Steady Repeaters,53.39,3.52,0.24,0.05,5,233.76,100.34,46.751999999999995,10.5,0.4,2024-06-24,2024-12-15,174,True
C00921,2025-05-09,Referral,France,Desktop,One-Time Buyers,64.04,1.38,0.41,0.07,1,58.77,17.38,58.77,0.0,1.0,2025-05-09,2025-05-09,0,False
C00922,2025-06-24,Facebook,Germany,Mobile,Steady Repeaters,88.08,2.24,0.34,0.05,1,80.35,41.39,80.35,0.0,0.0,2025-06-24,2025-06-24,0,False
C00923,2024-04-15,Organic,UK,Desktop,Promo Shoppers,85.33,2.64,0.66,0.08,4,272.21,118.19,68.0525,0.0,1.0,2024-04-15,2024-09-25,163,True
C00924,2024-01-09,Organic,US,Mobile,Seasonal Gifters,103.57,1.98,0.28,0.04,1,122.02,48.85,122.02,0.0,1.0,2024-01-09,2024-01-09,0,False
C00925,2025-01-24,Email,UK,Mobile,Steady Repeaters,134.26,4.64,0.21,0.05,4,550.03,288.31,137.5075,0.0,0.25,2025-01-24,2025-06-14,141,True
C00926,2024-03-02,Facebook,UK,Desktop,Steady Repeaters,62.57,2.24,0.34,0.05,2,105.47999999999999,59.95,52.739999999999995,0.0,0.5,2024-03-02,2024-03-20,18,True
C00927,2025-06-15,Email,UK,Desktop,Steady Repeaters,97.41,4.64,0.21,0.05,1,82.63,35.87,82.63,0.0,0.0,2025-06-15,2025-06-15,0,False
C00928,2024-08-23,Referral,Germany,Mobile,One-Time Buyers,57.62,1.38,0.41,0.07,1,35.98,12.23,35.98,0.0,1.0,2024-08-23,2024-08-23,0,False
C00929,2024-10-15,Referral,UK,Mobile,One-Time Buyers,60.74,1.38,0.41,0.07,1,66.14,32.31,66.14,0.0,1.0,2024-10-15,2024-10-15,0,False
C00930,2025-01-20,Facebook,UK,Mobile,Steady Repeaters,76.94,2.24,0.34,0.05,1,89.14,47.02,89.14,0.0,0.0,2025-01-20,2025-01-20,0,False
C00931,2024-10-26,Google,UK,Mobile,Seasonal Gifters,134.12,1.8,0.3,0.04,2,207.45000000000002,122.28,103.72500000000001,0.0,0.0,2024-10-26,2025-02-22,119,True
C00932,2024-04-15,Organic,UK,Mobile,One-Time Buyers,75.52,1.21,0.43,0.07,1,62.06,21.57,62.06,0.0,0.0,2024-04-15,2024-04-15,0,False
C00933,2024-10-12,Facebook,UK,Mobile,One-Time Buyers,53.24,0.77,0.61,0.07,1,60.55,21.68,60.55,0.0,0.0,2024-10-12,2024-10-12,0,False
C00934,2024-07-16,Referral,UK,Desktop,Promo Shoppers,69.13,3.0,0.63,0.08,1,53.34,25.39,53.34,0.0,0.0,2024-07-16,2024-07-16,0,False
C00935,2025-03-25,Google,Germany,Mobile,One-Time Buyers,72.48,1.1,0.45,0.07,1,44.25,21.93,44.25,0.0,0.0,2025-03-25,2025-03-25,0,False
C00936,2025-05-05,Google,UK,Desktop,Steady Repeaters,96.51,3.2,0.25,0.05,2,174.72,76.91,87.36,0.0,0.0,2025-05-05,2025-06-03,29,True
C00937,2024-11-24,Organic,UK,Mobile,One-Time Buyers,72.37,1.21,0.43,0.07,1,70.58,34.87,70.58,0.0,0.0,2024-11-24,2024-11-24,0,False
C00938,2024-01-26,Organic,UK,Desktop,One-Time Buyers,54.57,1.21,0.43,0.07,1,45.11,26.18,45.11,0.0,0.0,2024-01-26,2024-01-26,0,False
C00939,2024-06-17,Google,UK,Desktop,Promo Shoppers,60.56,2.4,0.7,0.08,1,67.86,31.11,67.86,0.0,0.0,2024-06-17,2024-06-17,0,False
