order_id,customer_id,order_date,order_number,acquisition_channel,country,device_type,customer_segment,product_category,units,gross_revenue,discount_amount,net_revenue,shipping_revenue,cogs,fulfilment_cost,payment_fee,refund_amount,net_profit,profit_margin_pct,used_discount,order_status,days_since_prior_order
O002796,C01190,2024-04-25,2,Organic,Germany,Desktop,Steady Repeaters,Supplements,2,140.72,0.0,140.72,4.99,58.42,5.08,4.28,0.0,77.93,55.38,False,Completed,49.0
O002797,C01190,2024-06-13,3,Organic,Germany,Desktop,Steady Repeaters,Accessories,1,98.55,8.95,89.61,2.99,29.58,3.72,2.8,0.0,56.5,63.05,True,Completed,49.0
O002798,C01190,2024-07-11,4,Organic,Germany,Desktop,Steady Repeaters,Beauty,2,134.1,0.0,134.1,3.99,54.45,4.57,4.09,0.0,74.97,55.91,False,Completed,28.0
O002799,C01191,2025-01-22,1,Organic,UK,Mobile,Steady Repeaters,Supplements,2,148.49,0.0,148.49,3.99,64.5,4.76,4.51,0.0,78.72,53.01,False,Completed,
O002800,C01191,2025-03-22,2,Organic,UK,Mobile,Steady Repeaters,Accessories,2,126.7,0.0,126.7,4.99,40.41,4.27,3.87,0.0,83.14,65.62,False,Completed,59.0
O002801,C01192,2025-03-27,1,Facebook,Germany,Desktop,Seasonal Gifters,Home,2,99.15,0.0,99.15,0.0,53.6,4.12,3.08,0.0,38.36,38.69,False,Completed,
O002802,C01193,2024-08-14,1,Email,UK,Mobile,One-Time Buyers,Supplements,1,59.42,0.0,59.42,0.0,25.43,3.52,1.92,0.0,28.55,48.05,False,Completed,
O002803,C01194,2025-05-16,1,Organic,France,Tablet,VIP Loyalists,Supplements,2,121.93,0.0,121.93,0.0,53.07,4.8,3.74,0.0,60.32,49.47,False,Completed,
O002804,C01194,2025-06-25,2,Organic,France,Tablet,VIP Loyalists,Supplements,2,202.99,0.0,202.99,4.99,85.39,4.72,6.09,0.0,111.78,55.07,False,Completed,40.0
O002805,C01195,2024-05-21,1,Google,UK,Desktop,Steady Repeaters,Supplements,1,130.4,0.0,130.4,3.99,55.22,3.44,3.98,0.0,71.74,55.02,False,Completed,
O002806,C01195,2024-07-21,2,Google,UK,Desktop,Steady Repeaters,Supplements,1,79.74,10.9,68.84,0.0,33.98,3.39,2.2,0.0,29.28,42.53,True,Completed,61.0
O002807,C01195,2024-09-10,3,Google,UK,Desktop,Steady Repeaters,Bundles,1,123.49,0.0,123.49,0.0,53.58,3.83,3.78,0.0,62.3,50.45,False,Completed,51.0
O002808,C01195,2024-10-16,4,Google,UK,Desktop,Steady Repeaters,Supplements,1,115.65,11.34,104.31,3.99,47.08,3.68,3.23,0.0,54.32,52.07,True,Completed,36.0
O002809,C01196,2024-11-20,1,Facebook,Germany,Desktop,One-Time Buyers,Home,2,74.71,0.0,74.71,2.99,40.96,4.86,2.37,0.0,29.51,39.5,False,Completed,
O002810,C01197,2025-04-16,1,Referral,UK,Mobile,VIP Loyalists,Home,3,122.93,0.0,122.93,4.99,68.29,4.99,3.76,0.0,50.87,41.38,False,Refunded,
O002811,C01197,2025-06-01,2,Referral,UK,Mobile,VIP Loyalists,Home,1,132.93,0.0,132.93,2.99,74.26,3.64,4.05,0.0,53.96,40.6,False,Completed,46.0
O002812,C01198,2024-09-04,1,Organic,UK,Mobile,Steady Repeaters,Accessories,1,68.39,9.63,58.76,3.99,22.98,3.8,1.9,0.0,34.07,57.97,True,Completed,
O002813,C01199,2025-04-14,1,Google,Germany,Mobile,Seasonal Gifters,Beauty,1,89.23,0.0,89.23,3.99,34.59,3.69,2.79,0.0,52.15,58.44,False,Refunded,
O002814,C01200,2024-04-22,1,Organic,US,Mobile,Steady Repeaters,Supplements,2,89.18,0.0,89.18,2.99,38.95,5.22,2.79,0.0,45.21,50.69,False,Completed,
O002815,C01200,2024-05-30,2,Organic,US,Mobile,Steady Repeaters,Supplements,1,142.7,20.04,122.66,0.0,63.4,3.46,3.76,0.0,52.04,42.43,True,Completed,38.0
O002816,C01200,2024-07-18,3,Organic,US,Mobile,Steady Repeaters,Supplements,3,103.32,0.0,103.32,3.99,41.48,5.28,3.2,0.0,57.35,55.51,False,Completed,49.0
O002817,C01201,2024-04-30,1,Facebook,UK,Desktop,Steady Repeaters,Gift Sets,2,87.72,0.0,87.72,3.99,45.04,4.78,2.74,0.0,39.14,44.62,False,Completed,
O002818,C01201,2024-06-20,2,Facebook,UK,Desktop,Steady Repeaters,Home,2,61.76,5.75,56.01,0.0,31.66,4.92,1.82,0.0,17.6,31.43,True,Completed,51.0
O002819,C01202,2024-10-15,1,Organic,UK,Mobile,Seasonal Gifters,Gift Sets,2,92.47,0.0,92.47,3.99,46.42,4.25,2.88,0.0,42.91,46.4,False,Completed,
O002820,C01203,2024-08-05,1,Organic,UK,Tablet,Steady Repeaters,Supplements,3,88.88,0.0,88.88,3.99,34.96,6.6,2.78,0.0,48.53,54.6,False,Completed,
O002821,C01203,2024-10-24,2,Organic,UK,Tablet,Steady Repeaters,Beauty,1,115.44,9.76,105.68,3.99,44.64,3.36,3.26,0.0,58.41,55.27,True,Completed,80.0
O002822,C01203,2024-12-08,3,Organic,UK,Tablet,Steady Repeaters,Supplements,2,165.6,0.0,165.6,3.99,71.1,5.14,5.0,119.7,-31.34,-18.92,False,Partially Refunded,45.0
O002823,C01203,2025-01-03,4,Organic,UK,Tablet,Steady Repeaters,Accessories,1,87.48,0.0,87.48,2.99,26.29,3.53,2.74,0.0,57.91,66.2,False,Completed,26.0
O002824,C01203,2025-02-15,5,Organic,UK,Tablet,Steady Repeaters,Beauty,2,83.31,0.0,83.31,0.0,33.04,4.42,2.62,0.0,43.23,51.89,False,Completed,43.0
O002825,C01203,2025-03-22,6,Organic,UK,Tablet,Steady Repeaters,Beauty,3,112.72,0.0,112.72,0.0,42.11,5.34,3.47,0.0,61.8,54.83,False,Completed,35.0
O002826,C01203,2025-05-08,7,Organic,UK,Tablet,Steady Repeaters,Supplements,1,131.33,0.0,131.33,2.99,57.15,3.77,4.01,0.0,69.39,52.84,False,Completed,47.0
O002827,C01204,2024-04-24,1,Organic,US,Mobile,Steady Repeaters,Beauty,3,83.13,0.0,83.13,3.99,33.42,5.83,2.61,0.0,45.27,54.45,False,Completed,
O002828,C01204,2024-05-25,2,Organic,US,Mobile,Steady Repeaters,Beauty,1,98.57,0.0,98.57,0.0,38.83,3.6,3.06,0.0,53.08,53.85,False,Completed,31.0
O002829,C01204,2024-06-24,3,Organic,US,Mobile,Steady Repeaters,Home,2,118.47,0.0,118.47,0.0,65.76,4.35,3.64,0.0,44.72,37.75,False,Completed,30.0
O002830,C01204,2024-08-08,4,Organic,US,Mobile,Steady Repeaters,Home,1,73.93,0.0,73.93,0.0,43.45,3.59,2.34,0.0,24.55,33.21,False,Completed,45.0
O002831,C01204,2024-10-19,5,Organic,US,Mobile,Steady Repeaters,Accessories,1,98.74,8.05,90.68,2.99,31.59,3.84,2.83,0.0,55.42,61.11,True,Completed,72.0
O002832,C01205,2025-01-21,1,Google,France,Tablet,One-Time Buyers,Bundles,3,47.14,0.0,47.14,0.0,19.82,6.13,1.57,32.9,-13.27,-28.14,False,Completed,
O002833,C01206,2024-07-21,1,Organic,UK,Mobile,One-Time Buyers,Supplements,1,70.31,0.0,70.31,2.99,28.8,3.76,2.24,0.0,38.5,54.76,False,Completed,
O002834,C01207,2024-03-12,1,Google,UK,Mobile,Promo Shoppers,Bundles,1,44.8,0.0,44.8,0.0,19.97,3.62,1.5,0.0,19.71,44.0,False,Completed,
O002835,C01208,2025-05-04,1,Email,UK,Tablet,Steady Repeaters,Bundles,2,103.61,0.0,103.61,0.0,45.05,4.71,3.2,0.0,50.64,48.88,False,Completed,
O002836,C01208,2025-06-10,2,Email,UK,Tablet,Steady Repeaters,Beauty,1,80.2,0.0,80.2,0.0,29.3,3.31,2.53,0.0,45.06,56.19,False,Completed,37.0
O002837,C01209,2024-03-24,1,Google,UK,Tablet,Seasonal Gifters,Beauty,1,134.23,17.56,116.67,3.99,49.04,3.36,3.58,0.0,64.68,55.44,True,Completed,
O002838,C01209,2024-06-29,2,Google,UK,Tablet,Seasonal Gifters,Bundles,1,102.12,0.0,102.12,0.0,46.69,3.84,3.16,0.0,48.43,47.42,False,Completed,97.0
O002839,C01210,2025-05-07,1,Facebook,UK,Desktop,Promo Shoppers,Gift Sets,1,66.32,23.28,43.04,2.99,30.89,3.88,1.45,0.0,9.82,22.81,True,Partially Refunded,
O002840,C01211,2025-04-16,1,Google,UK,Mobile,One-Time Buyers,Accessories,1,53.01,0.0,53.01,0.0,17.49,3.9,1.74,0.0,29.88,56.37,False,Completed,
O002841,C01212,2025-06-27,1,Organic,UK,Mobile,Steady Repeaters,Bundles,1,117.04,0.0,117.04,0.0,50.45,3.67,3.59,0.0,59.32,50.69,False,Completed,
O002842,C01213,2024-07-02,1,Facebook,UK,Tablet,Steady Repeaters,Home,2,93.98,0.0,93.98,0.0,49.81,5.07,2.93,0.0,36.18,38.49,False,Completed,
O002843,C01213,2024-08-23,2,Facebook,UK,Tablet,Steady Repeaters,Gift Sets,1,73.86,0.0,73.86,3.99,37.08,3.51,2.34,0.0,34.92,47.28,False,Completed,52.0
O002844,C01213,2024-10-05,3,Facebook,UK,Tablet,Steady Repeaters,Gift Sets,2,78.81,0.0,78.81,3.99,40.46,4.92,2.49,0.0,34.94,44.33,False,Completed,43.0
O002845,C01213,2024-12-09,4,Facebook,UK,Tablet,Steady Repeaters,Beauty,1,134.38,0.0,134.38,0.0,52.86,3.31,4.1,0.0,74.11,55.15,False,Completed,65.0
O002846,C01214,2024-02-28,1,Email,UK,Desktop,VIP Loyalists,Home,1,138.86,8.79,130.07,3.99,72.69,3.51,3.97,0.0,53.88,41.42,True,Completed,
O002847,C01214,2024-04-26,2,Email,UK,Desktop,VIP Loyalists,Beauty,2,68.67,6.41,62.27,2.99,24.5,4.77,2.01,0.0,33.98,54.58,True,Completed,58.0
O002848,C01214,2024-05-20,3,Email,UK,Desktop,VIP Loyalists,Supplements,2,128.05,0.0,128.05,4.99,57.19,4.82,3.91,0.0,67.11,52.41,False,Completed,24.0
O002849,C01214,2024-06-23,4,Email,UK,Desktop,VIP Loyalists,Beauty,3,170.23,0.0,170.23,2.99,60.78,5.15,5.14,0.0,102.15,60.01,False,Completed,34.0
O002850,C01214,2024-08-19,5,Email,UK,Desktop,VIP Loyalists,Beauty,1,141.7,0.0,141.7,0.0,57.57,3.57,4.31,0.0,76.25,53.81,False,Completed,57.0
O002851,C01214,2024-09-26,6,Email,UK,Desktop,VIP Loyalists,Supplements,3,131.02,0.0,131.02,0.0,54.45,5.2,4.0,0.0,67.38,51.43,False,Completed,38.0
O002852,C01214,2024-11-08,7,Email,UK,Desktop,VIP Loyalists,Gift Sets,2,211.2,0.0,211.2,3.99,106.96,4.62,6.32,0.0,97.28,46.06,False,Completed,43.0
O002853,C01215,2025-04-01,1,Facebook,UK,Mobile,One-Time Buyers,Supplements,2,34.69,0.0,34.69,0.0,14.51,4.46,1.21,0.0,14.52,41.85,False,Completed,
O002854,C01216,2024-07-22,1,Organic,Germany,Mobile,Steady Repeaters,Accessories,2,146.25,0.0,146.25,0.0,44.98,4.4,4.44,0.0,92.42,63.2,False,Completed,
O002855,C01216,2024-09-01,2,Organic,Germany,Mobile,Steady Repeaters,Home,2,79.65,0.0,79.65,3.99,44.41,4.74,2.51,0.0,31.98,40.15,False,Completed,41.0
O002856,C01217,2024-12-04,1,Facebook,US,Desktop,Steady Repeaters,Bundles,1,112.2,0.0,112.2,2.99,51.84,3.68,3.45,0.0,56.22,50.11,False,Completed,
O002857,C01217,2025-01-14,2,Facebook,US,Desktop,Steady Repeaters,Supplements,2,67.58,0.0,67.58,0.0,27.23,5.09,2.16,0.0,33.11,48.99,False,Completed,41.0
O002858,C01217,2025-03-03,3,Facebook,US,Desktop,Steady Repeaters,Supplements,2,86.11,0.0,86.11,0.0,38.17,5.1,2.7,33.13,7.02,8.15,False,Completed,48.0
O002859,C01218,2024-04-04,1,Facebook,UK,Mobile,Steady Repeaters,Bundles,1,81.52,0.0,81.52,0.0,37.35,3.75,2.56,0.0,37.85,46.44,False,Completed,
O002860,C01219,2025-05-09,1,Organic,US,Mobile,Seasonal Gifters,Home,1,81.56,9.07,72.49,2.99,42.65,3.8,2.3,0.0,26.74,36.88,True,Refunded,
O002861,C01220,2025-06-24,1,Email,Germany,Mobile,Steady Repeaters,Supplements,1,100.71,0.0,100.71,0.0,40.84,3.46,3.12,0.0,53.3,52.92,False,Completed,
O002862,C01221,2024-09-24,1,Facebook,France,Mobile,Steady Repeaters,Beauty,1,105.7,0.0,105.7,0.0,40.7,3.42,3.27,0.0,58.31,55.17,False,Completed,
O002863,C01221,2024-11-20,2,Facebook,France,Mobile,Steady Repeaters,Beauty,2,97.3,0.0,97.3,2.99,39.23,5.27,3.02,0.0,52.76,54.23,False,Completed,57.0
O002864,C01222,2024-01-29,1,Google,Germany,Mobile,Promo Shoppers,Beauty,2,56.51,10.21,46.29,2.99,21.86,5.05,1.54,0.0,20.83,45.0,True,Completed,
O002865,C01222,2024-04-05,2,Google,Germany,Mobile,Promo Shoppers,Accessories,2,60.12,17.76,42.36,0.0,20.08,5.28,1.43,27.4,-11.83,-27.92,True,Completed,67.0
O002866,C01223,2024-03-07,1,Google,US,Mobile,One-Time Buyers,Home,1,60.59,0.0,60.59,0.0,32.32,3.45,1.96,0.0,22.86,37.73,False,Completed,
O002867,C01224,2024-08-16,1,Referral,UK,Mobile,Seasonal Gifters,Beauty,1,100.81,0.0,100.81,3.99,39.28,3.89,3.12,0.0,58.51,58.04,False,Completed,
O002868,C01224,2024-12-17,2,Referral,UK,Mobile,Seasonal Gifters,Bundles,1,132.69,13.43,119.25,0.0,59.74,3.65,3.66,0.0,52.2,43.77,True,Completed,123.0
O002869,C01224,2025-05-15,3,Referral,UK,Mobile,Seasonal Gifters,Bundles,2,111.56,13.36,98.2,2.99,50.78,4.34,3.05,0.0,43.02,43.81,True,Completed,149.0
O002870,C01225,2024-07-19,1,Facebook,UK,Mobile,Steady Repeaters,Home,2,126.4,0.0,126.4,3.99,66.92,5.2,3.87,0.0,54.4,43.04,False,Completed,
O002871,C01225,2024-08-18,2,Facebook,UK,Mobile,Steady Repeaters,Supplements,3,76.34,10.3,66.04,0.0,30.66,5.23,2.12,0.0,28.03,42.44,True,Completed,30.0
O002872,C01225,2024-09-29,3,Facebook,UK,Mobile,Steady Repeaters,Supplements,1,104.37,0.0,104.37,0.0,41.89,3.85,3.23,0.0,55.41,53.09,False,Completed,42.0
O002873,C01226,2025-04-09,1,Referral,UK,Desktop,VIP Loyalists,Supplements,1,190.65,0.0,190.65,2.99,76.61,3.46,5.73,0.0,107.84,56.57,False,Completed,
O002874,C01226,2025-05-30,2,Referral,UK,Desktop,VIP Loyalists,Beauty,1,186.92,17.01,169.92,2.99,74.89,3.41,5.13,0.0,89.47,52.66,True,Completed,51.0
O002875,C01227,2024-09-10,1,Email,US,Mobile,Steady Repeaters,Gift Sets,1,84.39,0.0,84.39,2.99,42.29,3.8,2.65,0.0,38.64,45.79,False,Completed,
O002876,C01227,2024-10-20,2,Email,US,Mobile,Steady Repeaters,Accessories,2,128.44,0.0,128.44,4.99,41.91,4.21,3.92,0.0,83.38,64.92,False,Completed,40.0
O002877,C01228,2024-07-26,1,Google,UK,Mobile,One-Time Buyers,Bundles,1,59.55,7.79,51.76,0.0,25.09,3.74,1.7,0.0,21.23,41.02,True,Completed,
O002878,C01229,2024-10-14,1,Facebook,UK,Desktop,One-Time Buyers,Gift Sets,1,68.94,11.94,56.99,0.0,32.81,3.52,1.85,0.0,18.81,33.01,True,Completed,
O002879,C01230,2024-06-05,1,Google,UK,Desktop,Promo Shoppers,Supplements,2,100.51,0.0,100.51,4.99,43.9,4.37,3.11,0.0,54.11,53.84,False,Completed,
O002880,C01230,2024-07-25,2,Google,UK,Desktop,Promo Shoppers,Beauty,2,116.56,0.0,116.56,0.0,44.21,4.65,3.58,0.0,64.12,55.01,False,Completed,50.0
O002881,C01231,2024-06-11,1,Organic,France,Mobile,Steady Repeaters,Home,3,108.26,0.0,108.26,0.0,56.94,6.33,3.34,0.0,41.65,38.48,False,Completed,
O002882,C01231,2024-08-06,2,Organic,France,Mobile,Steady Repeaters,Accessories,3,101.42,0.0,101.42,3.99,31.44,4.98,3.14,0.0,65.84,64.92,False,Completed,56.0
O002883,C01231,2024-09-25,3,Organic,France,Mobile,Steady Repeaters,Bundles,2,114.7,0.0,114.7,2.99,54.82,4.55,3.53,0.0,54.8,47.77,False,Completed,50.0
O002884,C01231,2024-11-29,4,Organic,France,Mobile,Steady Repeaters,Bundles,2,200.61,24.42,176.19,4.99,91.53,4.93,5.31,0.0,79.41,45.07,True,Completed,65.0
O002885,C01231,2025-01-23,5,Organic,France,Mobile,Steady Repeaters,Home,3,132.17,0.0,132.17,3.99,68.09,6.31,4.03,0.0,57.73,43.68,False,Completed,55.0
O002886,C01231,2025-03-24,6,Organic,France,Mobile,Steady Repeaters,Bundles,3,119.34,0.0,119.34,3.99,50.37,6.35,3.66,0.0,62.96,52.76,False,Partially Refunded,60.0
O002887,C01231,2025-05-24,7,Organic,France,Mobile,Steady Repeaters,Supplements,1,108.4,0.0,108.4,2.99,44.67,3.56,3.34,0.0,59.81,55.18,False,Completed,61.0
O002888,C01232,2025-03-24,1,Organic,UK,Desktop,Promo Shoppers,Supplements,2,100.09,21.0,79.09,3.99,41.0,4.6,2.49,0.0,34.99,44.23,True,Completed,
O002889,C01232,2025-06-09,2,Organic,UK,Desktop,Promo Shoppers,Beauty,3,118.23,0.0,118.23,3.99,44.27,6.58,3.63,0.0,67.75,57.3,False,Completed,77.0
O002890,C01233,2024-05-22,1,Facebook,UK,Desktop,Promo Shoppers,Bundles,1,76.55,26.16,50.39,0.0,32.33,3.76,1.66,44.42,-31.78,-63.08,True,Completed,
O002891,C01234,2025-05-31,1,Referral,UK,Desktop,One-Time Buyers,Bundles,3,59.66,12.63,47.03,2.99,25.53,6.29,1.56,0.0,16.64,35.38,True,Completed,
O002892,C01235,2024-12-04,1,Google,UK,Mobile,One-Time Buyers,Supplements,3,93.99,14.37,79.62,0.0,39.19,4.91,2.51,0.0,33.01,41.46,True,Completed,
O002893,C01236,2024-11-11,1,Facebook,UK,Mobile,Promo Shoppers,Home,2,88.64,27.59,61.05,4.99,51.74,5.26,1.97,29.27,-22.21,-36.38,True,Completed,
O002894,C01237,2024-03-10,1,Google,UK,Mobile,Steady Repeaters,Beauty,1,89.46,0.0,89.46,0.0,35.05,3.78,2.79,0.0,47.84,53.47,False,Completed,
O002895,C01237,2024-05-02,2,Google,UK,Mobile,Steady Repeaters,Accessories,1,106.35,0.0,106.35,0.0,34.8,3.48,3.28,0.0,64.79,60.92,False,Completed,53.0
O002896,C01237,2024-05-29,3,Google,UK,Mobile,Steady Repeaters,Accessories,2,102.12,0.0,102.12,3.99,30.49,4.45,3.16,0.0,68.01,66.6,False,Completed,27.0
O002897,C01237,2024-07-20,4,Google,UK,Mobile,Steady Repeaters,Bundles,1,108.75,0.0,108.75,0.0,51.59,3.5,3.35,0.0,50.31,46.26,False,Completed,52.0
O002898,C01237,2024-10-07,5,Google,UK,Mobile,Steady Repeaters,Accessories,1,104.31,11.29,93.02,0.0,31.38,3.48,2.9,0.0,55.26,59.41,True,Completed,79.0
O002899,C01237,2024-12-13,6,Google,UK,Mobile,Steady Repeaters,Home,1,148.31,0.0,148.31,4.99,76.28,3.88,4.5,0.0,68.65,46.29,False,Completed,67.0
O002900,C01238,2024-01-22,1,Google,France,Mobile,Seasonal Gifters,Gift Sets,2,133.72,0.0,133.72,0.0,71.14,4.48,4.08,0.0,54.03,40.4,False,Completed,
O002901,C01238,2024-04-19,2,Google,France,Mobile,Seasonal Gifters,Bundles,2,133.47,0.0,133.47,0.0,62.85,5.23,4.07,0.0,61.31,45.93,False,Completed,88.0
O002902,C01238,2024-07-24,3,Google,France,Mobile,Seasonal Gifters,Gift Sets,1,148.89,19.19,129.7,0.0,75.35,3.65,3.96,0.0,46.74,36.04,True,Completed,96.0
O002903,C01239,2024-07-01,1,Referral,UK,Mobile,Promo Shoppers,Beauty,1,101.57,21.61,79.96,2.99,37.44,3.55,2.52,0.0,39.44,49.32,True,Completed,
O002904,C01239,2024-09-16,2,Referral,UK,Mobile,Promo Shoppers,Supplements,1,137.74,42.71,95.03,0.0,57.09,3.7,2.96,0.0,31.29,32.92,True,Completed,77.0
O002905,C01240,2025-04-13,1,Referral,UK,Mobile,Steady Repeaters,Accessories,2,109.51,0.0,109.51,2.99,34.66,4.28,3.38,0.0,70.19,64.1,False,Completed,
O002906,C01240,2025-05-22,2,Referral,UK,Mobile,Steady Repeaters,Supplements,2,117.58,0.0,117.58,2.99,50.44,4.96,3.61,0.0,61.56,52.36,False,Completed,39.0
O002907,C01241,2025-04-29,1,Facebook,UK,Mobile,Promo Shoppers,Home,1,60.68,21.47,39.21,0.0,34.48,3.39,1.34,0.0,0.0,0.0,True,Completed,
O002908,C01242,2024-07-07,1,Organic,UK,Mobile,Seasonal Gifters,Bundles,3,96.13,0.0,96.13,2.99,41.13,5.53,2.99,0.0,49.47,51.46,False,Completed,
O002909,C01242,2024-09-28,2,Organic,UK,Mobile,Seasonal Gifters,Bundles,3,77.44,0.0,77.44,0.0,32.78,6.5,2.45,0.0,35.72,46.12,False,Completed,83.0
O002910,C01243,2024-09-11,1,Facebook,UK,Desktop,Steady Repeaters,Gift Sets,3,72.53,6.77,65.76,0.0,33.9,6.22,2.11,0.0,23.53,35.78,True,Completed,
O002911,C01243,2024-10-18,2,Facebook,UK,Desktop,Steady Repeaters,Accessories,1,48.61,0.0,48.61,4.99,15.35,3.64,1.61,0.0,33.0,67.9,False,Completed,37.0
O002912,C01244,2025-06-10,1,Organic,Germany,Desktop,One-Time Buyers,Beauty,2,41.64,5.53,36.1,0.0,15.61,4.21,1.25,0.0,15.03,41.64,True,Completed,
O002913,C01245,2025-06-12,1,Google,France,Desktop,VIP Loyalists,Beauty,2,149.39,0.0,149.39,3.99,56.44,5.19,4.53,0.0,87.21,58.38,False,Completed,
O002914,C01245,2025-06-24,2,Google,France,Desktop,VIP Loyalists,Home,1,256.94,0.0,256.94,3.99,139.09,3.42,7.65,0.0,110.76,43.11,False,Completed,12.0
O002915,C01246,2024-01-22,1,Google,UK,Mobile,One-Time Buyers,Supplements,1,56.32,10.39,45.93,0.0,23.43,3.56,1.53,0.0,17.41,37.9,True,Completed,
O002916,C01247,2025-04-11,1,Organic,UK,Mobile,Steady Repeaters,Home,1,129.28,0.0,129.28,0.0,71.21,3.43,3.95,0.0,50.69,39.21,False,Completed,
O002917,C01247,2025-06-12,2,Organic,UK,Mobile,Steady Repeaters,Accessories,1,133.84,0.0,133.84,3.99,45.21,3.6,4.08,0.0,84.93,63.46,False,Completed,62.0
O002918,C01248,2025-03-06,1,Referral,US,Mobile,Promo Shoppers,Beauty,2,89.11,29.73,59.39,0.0,35.89,5.2,1.92,0.0,16.37,27.57,True,Completed,
O002919,C01248,2025-04-21,2,Referral,US,Mobile,Promo Shoppers,Bundles,3,77.9,15.34,62.56,2.99,33.45,5.76,2.01,0.0,24.33,38.89,True,Completed,46.0
O002920,C01249,2024-09-09,1,Google,UK,Tablet,Seasonal Gifters,Gift Sets,2,106.88,10.88,96.0,2.99,50.47,4.18,2.98,0.0,41.35,43.08,True,Completed,
O002921,C01250,2024-03-10,1,Referral,US,Tablet,Steady Repeaters,Bundles,3,102.54,0.0,102.54,2.99,47.19,5.47,3.17,0.0,49.71,48.47,False,Completed,
O002922,C01250,2024-04-26,2,Referral,US,Tablet,Steady Repeaters,Beauty,1,160.52,0.0,160.52,4.99,57.56,3.85,4.85,0.0,99.24,61.83,False,Completed,47.0
O002923,C01250,2024-06-18,3,Referral,US,Tablet,Steady Repeaters,Accessories,1,116.24,0.0,116.24,3.99,36.1,3.33,3.57,0.0,77.24,66.45,False,Completed,53.0
O002924,C01250,2024-08-01,4,Referral,US,Tablet,Steady Repeaters,Accessories,3,82.03,11.63,70.4,2.99,27.56,6.43,2.24,0.0,37.17,52.79,True,Completed,44.0
O002925,C01250,2024-09-22,5,Referral,US,Tablet,Steady Repeaters,Beauty,1,134.93,20.23,114.7,3.99,49.67,3.34,3.53,0.0,62.15,54.19,True,Completed,52.0
O002926,C01251,2024-01-24,1,Facebook,UK,Mobile,One-Time Buyers,Accessories,1,59.82,11.15,48.67,0.0,18.37,3.41,1.61,0.0,25.28,51.95,True,Completed,
O002927,C01252,2024-01-18,1,Organic,France,Mobile,Steady Repeaters,Beauty,1,92.27,0.0,92.27,0.0,34.22,3.64,2.88,0.0,51.53,55.84,False,Completed,
O002928,C01253,2025-02-05,1,Email,UK,Mobile,Steady Repeaters,Bundles,1,59.89,6.2,53.69,3.99,28.68,3.86,1.76,0.0,23.39,43.57,True,Completed,
O002929,C01253,2025-04-24,2,Email,UK,Mobile,Steady Repeaters,Accessories,1,101.72,0.0,101.72,0.0,33.81,3.53,3.15,0.0,61.22,60.19,False,Completed,78.0
O002930,C01253,2025-06-07,3,Email,UK,Mobile,Steady Repeaters,Accessories,3,71.82,8.68,63.14,4.99,24.13,5.92,2.03,0.0,36.05,57.1,True,Completed,44.0
O002931,C01254,2024-04-16,1,Organic,France,Desktop,Promo Shoppers,Supplements,1,76.52,21.7,54.82,0.0,34.34,3.43,1.79,0.0,15.26,27.83,True,Completed,
O002932,C01254,2024-06-12,2,Organic,France,Desktop,Promo Shoppers,Accessories,1,72.33,12.99,59.34,2.99,22.94,3.48,1.92,0.0,33.98,57.27,True,Completed,57.0
O002933,C01254,2024-07-30,3,Organic,France,Desktop,Promo Shoppers,Home,1,54.83,0.0,54.83,3.99,31.11,3.77,1.79,0.0,22.15,40.39,False,Completed,48.0
O002934,C01254,2024-10-02,4,Organic,France,Desktop,Promo Shoppers,Beauty,3,54.38,0.0,54.38,4.99,20.42,6.47,1.78,0.0,30.71,56.47,False,Completed,64.0
O002935,C01255,2024-09-01,1,Referral,UK,Desktop,One-Time Buyers,Beauty,2,47.66,0.0,47.66,0.0,18.36,4.98,1.58,0.0,22.73,47.7,False,Completed,
O002936,C01256,2025-05-16,1,Organic,UK,Desktop,Steady Repeaters,Supplements,2,65.27,5.8,59.47,4.99,26.58,4.14,1.92,0.0,31.82,53.51,True,Completed,
O002937,C01256,2025-06-21,2,Organic,UK,Desktop,Steady Repeaters,Supplements,1,49.6,0.0,49.6,3.99,21.53,3.77,1.64,0.0,26.65,53.73,False,Completed,36.0
O002938,C01257,2024-11-15,1,Email,UK,Mobile,Seasonal Gifters,Accessories,1,150.03,12.4,137.63,0.0,49.28,3.85,4.19,0.0,80.31,58.35,True,Completed,
O002939,C01257,2025-02-08,2,Email,UK,Mobile,Seasonal Gifters,Gift Sets,2,130.29,0.0,130.29,3.99,63.12,4.48,3.98,0.0,62.7,48.13,False,Completed,85.0
O002940,C01258,2024-09-12,1,Organic,UK,Mobile,Promo Shoppers,Supplements,4,64.05,0.0,64.05,0.0,27.97,5.72,2.06,0.0,28.3,44.19,False,Completed,
O002941,C01258,2024-12-09,2,Organic,UK,Mobile,Promo Shoppers,Supplements,1,88.97,25.03,63.94,0.0,37.9,3.51,2.05,0.0,20.48,32.03,True,Completed,88.0
O002942,C01259,2024-10-24,1,Google,UK,Mobile,One-Time Buyers,Home,1,71.52,0.0,71.52,3.99,41.93,3.8,2.27,0.0,27.5,38.45,False,Completed,
O002943,C01260,2024-08-19,1,Google,UK,Mobile,Steady Repeaters,Supplements,1,130.08,0.0,130.08,2.99,54.39,3.62,3.97,0.0,71.08,54.65,False,Partially Refunded,
